Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
26032018T195034,63657690634549,4,2,target3,9,0.85,4,False,False,True
26032018T195035,63657690635330,4,3,target4,9,0.85,4,False,False,True
26032018T195042,63657690642836,4,4,target0,9,0.85,4,False,False,True
26032018T195057,63657690657645,4,5,target5,9,0.85,4,False,False,True
26032018T195114,63657690674470,4,6,target1,9,0.85,4,False,False,True
26032018T195123,63657690683320,4,7,target6,9,0.85,4,False,False,True
26032018T195134,63657690694885,4,8,target2,9,0.85,4,False,False,True
26032018T195134,63657690694900,5,-1,-1,9,0.85,4,False,False,True
26032018T195150,63657690710883,5,0,target3,9,0.85,4,False,False,True
26032018T195203,63657690723317,5,1,target5,9,0.85,4,False,False,True
26032018T195211,63657690731127,5,2,target0,9,0.85,4,False,False,True
26032018T195211,63657690731391,5,3,target1,9,0.85,4,False,False,True
26032018T195223,63657690743403,5,4,target8,9,0.85,4,False,False,True
26032018T195235,63657690755537,5,5,target6,9,0.85,4,False,False,True
26032018T195249,63657690769066,5,6,target4,9,0.85,4,False,False,True
26032018T195259,63657690779790,5,7,target2,9,0.85,4,False,False,True
26032018T195315,63657690795052,5,8,target7,9,0.85,4,False,False,True
